Area name,Year,% of economically active with NVQ4+ - working age_x,% of economically active with NVQ4+ - working age_y,% of economically active with NVQ3 only - working age,% of economically active with Trade Apprenticeships - working age,% of economically active with NVQ2 only - working age,% of economically active with NVQ1 only - working age,% of economically active with other qualifications - working age,% of economically active with no qualifications - working age,Gross Annual Pay - Full Time - Total (£),Gross Annual Pay - Full Time - Male (£),Gross Annual Pay - Full Time - Female (£),Median Modelled Household income (£),Mean Modelled Household income (£),Real change % (after inflation) - 2001/02 to 2012/13,Number of active businesses,Two-year business survival rates,Number Employed - Total,Number Employed - Male,Number Employed - Female,Jobs Density,Crime Rates per thousand population,Fires per thousand population,Ambulance incidents per hundred population,Total Carbon Emissions,Household Waste Recycling Rate,Number of Licensed Vehicles,Traffic Flows,% of adults who cycle at least once per month,Road Casualties (Killed or Seriously Injured),Average Public Transport Accessibility Score,% children living in out-of-work households
Redbridge,2013,53.8,53.8,14,1.8,13,6.6,7,3.7,31215,35804,-,,,,12085.0,74.7,84600.0,41100.0,43500.0,0.45,69.53155353,2.064022867,11.56269079,965.0255322,29.0,112189.0,1084.0,10.0,51.0,,17.8
Richmond upon Thames,2013,70.8,70.8,11.5,1.8,7.9,4,1.7,2.3,31997,35997,29984,,,,13065.0,78.8,96700.0,49300.0,47300.0,0.76,54.96302877,1.5467823269999998,9.94434719,886.055126,43.0,86836.0,772.0,32.0,48.0,,7.0
Richmond upon Thames,2013,70.8,70.8,11.5,1.8,7.9,4,1.7,2.3,31997,35997,29984,,,,13065.0,78.8,96700.0,49300.0,47300.0,0.76,54.96302877,1.5467823269999998,9.94434719,886.055126,43.0,86836.0,772.0,32.0,48.0,,8.3
Richmond upon Thames,2013,70.8,70.8,11.5,1.8,7.9,4,1.7,2.3,31997,35997,29984,,,,13065.0,78.8,96700.0,49300.0,47300.0,0.76,54.96302877,1.5467823269999998,9.94434719,886.055126,43.0,86836.0,772.0,32.0,48.0,,7.0
Richmond upon Thames,2013,70.8,70.8,11.5,1.8,7.9,4,1.7,2.3,31997,35997,29984,,,,13065.0,78.8,96700.0,49300.0,47300.0,0.76,54.96302877,1.5467823269999998,9.94434719,886.055126,43.0,86836.0,772.0,32.0,48.0,,8.3
Southwark,2013,63.3,63.3,10.6,2.1,7.4,5.3,6.1,5.2,36198,39795,32166,,,,14580.0,73.4,262200.0,155700.0,106500.0,1.17,104.5184679,3.166211,14.61415782,1460.096427,34.0,68465.0,698.0,16.0,87.0,,25.6
Southwark,2013,63.3,63.3,10.6,2.1,7.4,5.3,6.1,5.2,36198,39795,32166,,,,14580.0,73.4,262200.0,155700.0,106500.0,1.17,104.5184679,3.166211,14.61415782,1460.096427,34.0,68465.0,698.0,16.0,87.0,,27.4
Southwark,2013,63.3,63.3,10.6,2.1,7.4,5.3,6.1,5.2,36198,39795,32166,,,,14580.0,73.4,262200.0,155700.0,106500.0,1.17,104.5184679,3.166211,14.61415782,1460.096427,34.0,68465.0,698.0,16.0,87.0,,25.6
Southwark,2013,63.3,63.3,10.6,2.1,7.4,5.3,6.1,5.2,36198,39795,32166,,,,14580.0,73.4,262200.0,155700.0,106500.0,1.17,104.5184679,3.166211,14.61415782,1460.096427,34.0,68465.0,698.0,16.0,87.0,,27.4
Sutton,2013,44.1,44.1,13.9,5.8,12.5,12.6,6.5,4.6,30061,30472,26756,,,,7805.0,76.0,77000.0,38000.0,39100.0,0.61,53.08962096,2.409220372,11.79854426,781.3002105,37.0,97205.0,605.0,12.0,31.0,,13.5
Sutton,2013,44.1,44.1,13.9,5.8,12.5,12.6,6.5,4.6,30061,30472,26756,,,,7805.0,76.0,77000.0,38000.0,39100.0,0.61,53.08962096,2.409220372,11.79854426,781.3002105,37.0,97205.0,605.0,12.0,31.0,,13.8
Sutton,2013,44.1,44.1,13.9,5.8,12.5,12.6,6.5,4.6,30061,30472,26756,,,,7805.0,76.0,77000.0,38000.0,39100.0,0.61,53.08962096,2.409220372,11.79854426,781.3002105,37.0,97205.0,605.0,12.0,31.0,,13.5
Sutton,2013,44.1,44.1,13.9,5.8,12.5,12.6,6.5,4.6,30061,30472,26756,,,,7805.0,76.0,77000.0,38000.0,39100.0,0.61,53.08962096,2.409220372,11.79854426,781.3002105,37.0,97205.0,605.0,12.0,31.0,,13.8
Tower Hamlets,2013,57.7,57.7,12.6,!,9.9,6.5,6.8,6.6,46441,53564,40202,,,,15030.0,69.7,269100.0,168500.0,100600.0,1.34,99.45032797,3.767085639,12.36358972,1954.809494,28.0,49851.0,863.0,19.0,87.0,,31.5
Tower Hamlets,2013,57.7,57.7,12.6,!,9.9,6.5,6.8,6.6,46441,53564,40202,,,,15030.0,69.7,269100.0,168500.0,100600.0,1.34,99.45032797,3.767085639,12.36358972,1954.809494,28.0,49851.0,863.0,19.0,87.0,,35.5
Tower Hamlets,2013,57.7,57.7,12.6,!,9.9,6.5,6.8,6.6,46441,53564,40202,,,,15030.0,69.7,269100.0,168500.0,100600.0,1.34,99.45032797,3.767085639,12.36358972,1954.809494,28.0,49851.0,863.0,19.0,87.0,,31.5
Tower Hamlets,2013,57.7,57.7,12.6,!,9.9,6.5,6.8,6.6,46441,53564,40202,,,,15030.0,69.7,269100.0,168500.0,100600.0,1.34,99.45032797,3.767085639,12.36358972,1954.809494,28.0,49851.0,863.0,19.0,87.0,,35.5
Waltham Forest,2013,50.1,50.1,11.9,1.7,13.4,6.1,8.1,8.7,-,-,-,,,,8970.0,71.0,82300.0,47400.0,34900.0,0.45,83.13487361,2.385278991,12.42150965,851.3431107000001,33.0,85215.0,684.0,13.0,54.0,,21.9
Waltham Forest,2013,50.1,50.1,11.9,1.7,13.4,6.1,8.1,8.7,-,-,-,,,,8970.0,71.0,82300.0,47400.0,34900.0,0.45,83.13487361,2.385278991,12.42150965,851.3431107000001,33.0,85215.0,684.0,13.0,54.0,,23.4
Waltham Forest,2013,50.1,50.1,11.9,1.7,13.4,6.1,8.1,8.7,-,-,-,,,,8970.0,71.0,82300.0,47400.0,34900.0,0.45,83.13487361,2.385278991,12.42150965,851.3431107000001,33.0,85215.0,684.0,13.0,54.0,,21.9
Waltham Forest,2013,50.1,50.1,11.9,1.7,13.4,6.1,8.1,8.7,-,-,-,,,,8970.0,71.0,82300.0,47400.0,34900.0,0.45,83.13487361,2.385278991,12.42150965,851.3431107000001,33.0,85215.0,684.0,13.0,54.0,,23.4
Wandsworth,2013,71.3,71.3,10.1,!,4.8,3.9,6.2,3.5,31491,36248,27017,,,,16550.0,75.8,133300.0,66900.0,66400.0,0.59,71.62593876,2.14803746,11.00361978,1168.7923970000002,20.0,92869.0,763.0,18.0,99.0,,17.1
Wandsworth,2013,71.3,71.3,10.1,!,4.8,3.9,6.2,3.5,31491,36248,27017,,,,16550.0,75.8,133300.0,66900.0,66400.0,0.59,71.62593876,2.14803746,11.00361978,1168.7923970000002,20.0,92869.0,763.0,18.0,99.0,,18.9
Wandsworth,2013,71.3,71.3,10.1,!,4.8,3.9,6.2,3.5,31491,36248,27017,,,,16550.0,75.8,133300.0,66900.0,66400.0,0.59,71.62593876,2.14803746,11.00361978,1168.7923970000002,20.0,92869.0,763.0,18.0,99.0,,17.1
Wandsworth,2013,71.3,71.3,10.1,!,4.8,3.9,6.2,3.5,31491,36248,27017,,,,16550.0,75.8,133300.0,66900.0,66400.0,0.59,71.62593876,2.14803746,11.00361978,1168.7923970000002,20.0,92869.0,763.0,18.0,99.0,,18.9
Westminster,2013,71.7,71.7,9.2,1.3,5.7,2.8,5.8,3.5,36946,40758,33000,,,,50915.0,68.8,715800.0,405100.0,310800.0,4.35,238.2902562,4.377515528,21.63718199,3028.744916,21.0,59126.0,817.0,18.0,177.0,,22.2
Westminster,2013,71.7,71.7,9.2,1.3,5.7,2.8,5.8,3.5,36946,40758,33000,,,,50915.0,68.8,715800.0,405100.0,310800.0,4.35,238.2902562,4.377515528,21.63718199,3028.744916,21.0,59126.0,817.0,18.0,177.0,,30.3
Westminster,2013,71.7,71.7,9.2,1.3,5.7,2.8,5.8,3.5,36946,40758,33000,,,,50915.0,68.8,715800.0,405100.0,310800.0,4.35,238.2902562,4.377515528,21.63718199,3028.744916,21.0,59126.0,817.0,18.0,177.0,,22.2
Westminster,2013,71.7,71.7,9.2,1.3,5.7,2.8,5.8,3.5,36946,40758,33000,,,,50915.0,68.8,715800.0,405100.0,310800.0,4.35,238.2902562,4.377515528,21.63718199,3028.744916,21.0,59126.0,817.0,18.0,177.0,,30.3
City of London,2014,!,!,!,!,!,!,!,!,54710,62417,42797,,,,19250.0,,500400.0,325100.0,175300.0,84.36,-,no data,no data,1036.109362,34.0,3426.0,160.0,17.0,55.0,7.9,9.1
City of London,2014,!,!,!,!,!,!,!,!,54710,62417,42797,,,,19250.0,,500400.0,325100.0,175300.0,84.36,-,no data,no data,1036.109362,34.0,3426.0,160.0,17.0,55.0,7.9,12.8
City of London,2014,!,!,!,!,!,!,!,!,54710,62417,42797,,,,19250.0,,500400.0,325100.0,175300.0,84.36,-,no data,no data,1036.109362,34.0,3426.0,160.0,17.0,55.0,7.9,9.1
City of London,2014,!,!,!,!,!,!,!,!,54710,62417,42797,,,,19250.0,,500400.0,325100.0,175300.0,84.36,-,no data,no data,1036.109362,34.0,3426.0,160.0,17.0,55.0,7.9,12.8
Barking and Dagenham,2014,34.8,34.8,12,2.4,15.4,11.3,13.6,10.4,32698,36226,29109,,,,5690.0,,58900.0,33800.0,25100.0,0.47,81.8632939,3.030150754,13.66934673,643.7882437999999,23.0,68675.0,600.0,9.0,40.0,3.0,22.5
Barking and Dagenham,2014,34.8,34.8,12,2.4,15.4,11.3,13.6,10.4,32698,36226,29109,,,,5690.0,,58900.0,33800.0,25100.0,0.47,81.8632939,3.030150754,13.66934673,643.7882437999999,23.0,68675.0,600.0,9.0,40.0,3.0,28.8
Barking and Dagenham,2014,34.8,34.8,12,2.4,15.4,11.3,13.6,10.4,32698,36226,29109,,,,5690.0,,58900.0,33800.0,25100.0,0.47,81.8632939,3.030150754,13.66934673,643.7882437999999,23.0,68675.0,600.0,9.0,40.0,3.0,22.5
Barking and Dagenham,2014,34.8,34.8,12,2.4,15.4,11.3,13.6,10.4,32698,36226,29109,,,,5690.0,,58900.0,33800.0,25100.0,0.47,81.8632939,3.030150754,13.66934673,643.7882437999999,23.0,68675.0,600.0,9.0,40.0,3.0,28.8
Barnet,2014,49.9,49.9,14.6,1.3,8.7,7.4,11.6,6.4,31162,36495,25529,,,,24555.0,,167300.0,81700.0,85600.0,0.68,61.85668752,1.624,11.11306667,1415.10737,38.0,153365.0,1666.0,7.0,98.0,3.0,10.8
Barnet,2014,49.9,49.9,14.6,1.3,8.7,7.4,11.6,6.4,31162,36495,25529,,,,24555.0,,167300.0,81700.0,85600.0,0.68,61.85668752,1.624,11.11306667,1415.10737,38.0,153365.0,1666.0,7.0,98.0,3.0,17.9
Barnet,2014,49.9,49.9,14.6,1.3,8.7,7.4,11.6,6.4,31162,36495,25529,,,,24555.0,,167300.0,81700.0,85600.0,0.68,61.85668752,1.624,11.11306667,1415.10737,38.0,153365.0,1666.0,7.0,98.0,3.0,10.8
Barnet,2014,49.9,49.9,14.6,1.3,8.7,7.4,11.6,6.4,31162,36495,25529,,,,24555.0,,167300.0,81700.0,85600.0,0.68,61.85668752,1.624,11.11306667,1415.10737,38.0,153365.0,1666.0,7.0,98.0,3.0,17.9
Bexley,2014,37.4,37.4,16.9,2.8,21.8,13.9,3.7,3.5,28505,31381,24014,,,,8430.0,,80700.0,42900.0,37800.0,0.53,51.18295708,2.269681742,11.75502513,974.6212594000001,54.0,121363.0,910.0,11.0,24.0,2.6,15.4
Bexley,2014,37.4,37.4,16.9,2.8,21.8,13.9,3.7,3.5,28505,31381,24014,,,,8430.0,,80700.0,42900.0,37800.0,0.53,51.18295708,2.269681742,11.75502513,974.6212594000001,54.0,121363.0,910.0,11.0,24.0,2.6,18.3
Bexley,2014,37.4,37.4,16.9,2.8,21.8,13.9,3.7,3.5,28505,31381,24014,,,,8430.0,,80700.0,42900.0,37800.0,0.53,51.18295708,2.269681742,11.75502513,974.6212594000001,54.0,121363.0,910.0,11.0,24.0,2.6,15.4
Bexley,2014,37.4,37.4,16.9,2.8,21.8,13.9,3.7,3.5,28505,31381,24014,,,,8430.0,,80700.0,42900.0,37800.0,0.53,51.18295708,2.269681742,11.75502513,974.6212594000001,54.0,121363.0,910.0,11.0,24.0,2.6,18.3
Brent,2014,53.9,53.9,14.3,0.6,9.4,5.7,10.7,5.4,29514,30851,-,,,,14680.0,,133600.0,73800.0,59800.0,0.6,78.25428199,1.821006837,12.07924177,1175.073235,35.0,107456.0,875.0,8.0,85.0,3.7,16.0
Brent,2014,53.9,53.9,14.3,0.6,9.4,5.7,10.7,5.4,29514,30851,-,,,,14680.0,,133600.0,73800.0,59800.0,0.6,78.25428199,1.821006837,12.07924177,1175.073235,35.0,107456.0,875.0,8.0,85.0,3.7,24.3
Brent,2014,53.9,53.9,14.3,0.6,9.4,5.7,10.7,5.4,29514,30851,-,,,,14680.0,,133600.0,73800.0,59800.0,0.6,78.25428199,1.821006837,12.07924177,1175.073235,35.0,107456.0,875.0,8.0,85.0,3.7,16.0
Brent,2014,53.9,53.9,14.3,0.6,9.4,5.7,10.7,5.4,29514,30851,-,,,,14680.0,,133600.0,73800.0,59800.0,0.6,78.25428199,1.821006837,12.07924177,1175.073235,35.0,107456.0,875.0,8.0,85.0,3.7,24.3
Bromley,2014,50,50,16.8,2,13.7,9.9,5.7,1.9,27926,31950,25012,,,,14825.0,,127800.0,60000.0,67800.0,0.63,63.60223856,2.332089552,11.24471393,1179.800587,48.0,165834.0,1215.0,13.0,50.0,2.8,12.1
Bromley,2014,50,50,16.8,2,13.7,9.9,5.7,1.9,27926,31950,25012,,,,14825.0,,127800.0,60000.0,67800.0,0.63,63.60223856,2.332089552,11.24471393,1179.800587,48.0,165834.0,1215.0,13.0,50.0,2.8,15.2
Bromley,2014,50,50,16.8,2,13.7,9.9,5.7,1.9,27926,31950,25012,,,,14825.0,,127800.0,60000.0,67800.0,0.63,63.60223856,2.332089552,11.24471393,1179.800587,48.0,165834.0,1215.0,13.0,50.0,2.8,12.1
Bromley,2014,50,50,16.8,2,13.7,9.9,5.7,1.9,27926,31950,25012,,,,14825.0,,127800.0,60000.0,67800.0,0.63,63.60223856,2.332089552,11.24471393,1179.800587,48.0,165834.0,1215.0,13.0,50.0,2.8,15.2
Camden,2014,72.4,72.4,12.1,0.9,5.2,3.6,3.8,1.9,36748,39066,32961,,,,29020.0,,377400.0,198100.0,179300.0,2.26,121.0367645,2.6957638,14.80316645,1288.3178699999999,26.0,57446.0,450.0,19.0,70.0,5.7,19.1
Camden,2014,72.4,72.4,12.1,0.9,5.2,3.6,3.8,1.9,36748,39066,32961,,,,29020.0,,377400.0,198100.0,179300.0,2.26,121.0367645,2.6957638,14.80316645,1288.3178699999999,26.0,57446.0,450.0,19.0,70.0,5.7,31.9
Camden,2014,72.4,72.4,12.1,0.9,5.2,3.6,3.8,1.9,36748,39066,32961,,,,29020.0,,377400.0,198100.0,179300.0,2.26,121.0367645,2.6957638,14.80316645,1288.3178699999999,26.0,57446.0,450.0,19.0,70.0,5.7,19.1
Camden,2014,72.4,72.4,12.1,0.9,5.2,3.6,3.8,1.9,36748,39066,32961,,,,29020.0,,377400.0,198100.0,179300.0,2.26,121.0367645,2.6957638,14.80316645,1288.3178699999999,26.0,57446.0,450.0,19.0,70.0,5.7,31.9
Croydon,2014,45.6,45.6,18.9,4.9,12.8,6.9,7.6,3.4,31154,33043,26699,,,,14400.0,,141600.0,75300.0,66300.0,0.58,76.59025636,2.226645435,12.79750531,1237.287433,40.0,153679.0,1166.0,13.0,71.0,3.2,16.5
Croydon,2014,45.6,45.6,18.9,4.9,12.8,6.9,7.6,3.4,31154,33043,26699,,,,14400.0,,141600.0,75300.0,66300.0,0.58,76.59025636,2.226645435,12.79750531,1237.287433,40.0,153679.0,1166.0,13.0,71.0,3.2,22.5
Croydon,2014,45.6,45.6,18.9,4.9,12.8,6.9,7.6,3.4,31154,33043,26699,,,,14400.0,,141600.0,75300.0,66300.0,0.58,76.59025636,2.226645435,12.79750531,1237.287433,40.0,153679.0,1166.0,13.0,71.0,3.2,16.5
Croydon,2014,45.6,45.6,18.9,4.9,12.8,6.9,7.6,3.4,31154,33043,26699,,,,14400.0,,141600.0,75300.0,66300.0,0.58,76.59025636,2.226645435,12.79750531,1237.287433,40.0,153679.0,1166.0,13.0,71.0,3.2,22.5
Ealing,2014,54.2,54.2,12.8,2.6,10.6,3.5,9.8,6.5,28825,30651,25961,,,,17475.0,,160500.0,89400.0,71100.0,0.69,75.81302358,1.888535951,11.323419,1341.638685,40.0,132902.0,1215.0,15.0,81.0,3.3,15.0
Ealing,2014,54.2,54.2,12.8,2.6,10.6,3.5,9.8,6.5,28825,30651,25961,,,,17475.0,,160500.0,89400.0,71100.0,0.69,75.81302358,1.888535951,11.323419,1341.638685,40.0,132902.0,1215.0,15.0,81.0,3.3,21.7
Ealing,2014,54.2,54.2,12.8,2.6,10.6,3.5,9.8,6.5,28825,30651,25961,,,,17475.0,,160500.0,89400.0,71100.0,0.69,75.81302358,1.888535951,11.323419,1341.638685,40.0,132902.0,1215.0,15.0,81.0,3.3,15.0
Ealing,2014,54.2,54.2,12.8,2.6,10.6,3.5,9.8,6.5,28825,30651,25961,,,,17475.0,,160500.0,89400.0,71100.0,0.69,75.81302358,1.888535951,11.323419,1341.638685,40.0,132902.0,1215.0,15.0,81.0,3.3,21.7
Enfield,2014,48.1,48.1,13.5,2.6,10.1,12.4,9.5,3.8,25805,26782,23704,,,,13015.0,,128800.0,70400.0,58400.0,0.61,68.71776544,2.228377962,12.16004925,1245.042473,39.0,134076.0,1577.0,8.0,52.0,3.0,20.5
Enfield,2014,48.1,48.1,13.5,2.6,10.1,12.4,9.5,3.8,25805,26782,23704,,,,13015.0,,128800.0,70400.0,58400.0,0.61,68.71776544,2.228377962,12.16004925,1245.042473,39.0,134076.0,1577.0,8.0,52.0,3.0,28.3
Enfield,2014,48.1,48.1,13.5,2.6,10.1,12.4,9.5,3.8,25805,26782,23704,,,,13015.0,,128800.0,70400.0,58400.0,0.61,68.71776544,2.228377962,12.16004925,1245.042473,39.0,134076.0,1577.0,8.0,52.0,3.0,20.5
Enfield,2014,48.1,48.1,13.5,2.6,10.1,12.4,9.5,3.8,25805,26782,23704,,,,13015.0,,128800.0,70400.0,58400.0,0.61,68.71776544,2.228377962,12.16004925,1245.042473,39.0,134076.0,1577.0,8.0,52.0,3.0,28.3
Greenwich,2014,48.3,48.3,17.8,1.9,12.6,6.1,6.9,6.4,28954,31043,27494,,,,8975.0,,94700.0,49800.0,44900.0,0.52,78.23491317,2.544023979,11.8909704,1014.2973310000001,34.0,85297.0,1051.0,8.0,40.0,3.4,19.4
Greenwich,2014,48.3,48.3,17.8,1.9,12.6,6.1,6.9,6.4,28954,31043,27494,,,,8975.0,,94700.0,49800.0,44900.0,0.52,78.23491317,2.544023979,11.8909704,1014.2973310000001,34.0,85297.0,1051.0,8.0,40.0,3.4,25.9
Greenwich,2014,48.3,48.3,17.8,1.9,12.6,6.1,6.9,6.4,28954,31043,27494,,,,8975.0,,94700.0,49800.0,44900.0,0.52,78.23491317,2.544023979,11.8909704,1014.2973310000001,34.0,85297.0,1051.0,8.0,40.0,3.4,19.4
Greenwich,2014,48.3,48.3,17.8,1.9,12.6,6.1,6.9,6.4,28954,31043,27494,,,,8975.0,,94700.0,49800.0,44900.0,0.52,78.23491317,2.544023979,11.8909704,1014.2973310000001,34.0,85297.0,1051.0,8.0,40.0,3.4,25.9
Hackney,2014,60,60,14.4,0.7,8.2,6.7,5.7,4.3,33116,-,-,,,,16095.0,,132800.0,69300.0,63500.0,0.69,97.68193046,2.660550459,11.45336391,812.600901,25.0,47437.0,464.0,25.0,60.0,4.9,21.7
Hackney,2014,60,60,14.4,0.7,8.2,6.7,5.7,4.3,33116,-,-,,,,16095.0,,132800.0,69300.0,63500.0,0.69,97.68193046,2.660550459,11.45336391,812.600901,25.0,47437.0,464.0,25.0,60.0,4.9,31.2
Hackney,2014,60,60,14.4,0.7,8.2,6.7,5.7,4.3,33116,-,-,,,,16095.0,,132800.0,69300.0,63500.0,0.69,97.68193046,2.660550459,11.45336391,812.600901,25.0,47437.0,464.0,25.0,60.0,4.9,21.7
Hackney,2014,60,60,14.4,0.7,8.2,6.7,5.7,4.3,33116,-,-,,,,16095.0,,132800.0,69300.0,63500.0,0.69,97.68193046,2.660550459,11.45336391,812.600901,25.0,47437.0,464.0,25.0,60.0,4.9,31.2
Hammersmith and Fulham,2014,72,72,9.1,0.7,6,5,3.4,3.8,33688,37981,30955,,,,13465.0,,149500.0,72300.0,77200.0,1.15,113.5592745,1.99556541,12.20620843,809.3043127000001,21.0,49806.0,506.0,20.0,69.0,4.7,17.8
Hammersmith and Fulham,2014,72,72,9.1,0.7,6,5,3.4,3.8,33688,37981,30955,,,,13465.0,,149500.0,72300.0,77200.0,1.15,113.5592745,1.99556541,12.20620843,809.3043127000001,21.0,49806.0,506.0,20.0,69.0,4.7,25.2
Hammersmith and Fulham,2014,72,72,9.1,0.7,6,5,3.4,3.8,33688,37981,30955,,,,13465.0,,149500.0,72300.0,77200.0,1.15,113.5592745,1.99556541,12.20620843,809.3043127000001,21.0,49806.0,506.0,20.0,69.0,4.7,17.8
Hammersmith and Fulham,2014,72,72,9.1,0.7,6,5,3.4,3.8,33688,37981,30955,,,,13465.0,,149500.0,72300.0,77200.0,1.15,113.5592745,1.99556541,12.20620843,809.3043127000001,21.0,49806.0,506.0,20.0,69.0,4.7,25.2
Haringey,2014,55.6,55.6,12.7,1.7,6.8,6.3,10.1,6.8,30325,32784,-,,,,11875.0,,91500.0,58100.0,33400.0,0.48,89.04803376,2.091893911,12.29025028,772.5441357000001,37.0,69962.0,538.0,14.0,85.0,4.3,19.5
Haringey,2014,55.6,55.6,12.7,1.7,6.8,6.3,10.1,6.8,30325,32784,-,,,,11875.0,,91500.0,58100.0,33400.0,0.48,89.04803376,2.091893911,12.29025028,772.5441357000001,37.0,69962.0,538.0,14.0,85.0,4.3,27.2
Haringey,2014,55.6,55.6,12.7,1.7,6.8,6.3,10.1,6.8,30325,32784,-,,,,11875.0,,91500.0,58100.0,33400.0,0.48,89.04803376,2.091893911,12.29025028,772.5441357000001,37.0,69962.0,538.0,14.0,85.0,4.3,19.5
Haringey,2014,55.6,55.6,12.7,1.7,6.8,6.3,10.1,6.8,30325,32784,-,,,,11875.0,,91500.0,58100.0,33400.0,0.48,89.04803376,2.091893911,12.29025028,772.5441357000001,37.0,69962.0,538.0,14.0,85.0,4.3,27.2
Harrow,2014,58.2,58.2,16.2,0.7,8.1,5.8,9.3,1.7,26037,28504,22369,,,,14000.0,,88600.0,40600.0,48000.0,0.56,50.05873721,1.340623734,9.837181045,747.9206389,45.0,108461.0,573.0,8.0,51.0,2.9,10.5
Harrow,2014,58.2,58.2,16.2,0.7,8.1,5.8,9.3,1.7,26037,28504,22369,,,,14000.0,,88600.0,40600.0,48000.0,0.56,50.05873721,1.340623734,9.837181045,747.9206389,45.0,108461.0,573.0,8.0,51.0,2.9,18.3
Harrow,2014,58.2,58.2,16.2,0.7,8.1,5.8,9.3,1.7,26037,28504,22369,,,,14000.0,,88600.0,40600.0,48000.0,0.56,50.05873721,1.340623734,9.837181045,747.9206389,45.0,108461.0,573.0,8.0,51.0,2.9,10.5
Harrow,2014,58.2,58.2,16.2,0.7,8.1,5.8,9.3,1.7,26037,28504,22369,,,,14000.0,,88600.0,40600.0,48000.0,0.56,50.05873721,1.340623734,9.837181045,747.9206389,45.0,108461.0,573.0,8.0,51.0,2.9,18.3
Havering,2014,27.8,27.8,19.6,3.9,23.1,13.6,6.2,5.8,30003,30295,29171,,,,9445.0,,91300.0,43300.0,48000.0,0.59,62.43749339,2.532679739,12.91707516,1031.884438,32.0,130853.0,1545.0,8.0,46.0,2.5,15.3
Havering,2014,27.8,27.8,19.6,3.9,23.1,13.6,6.2,5.8,30003,30295,29171,,,,9445.0,,91300.0,43300.0,48000.0,0.59,62.43749339,2.532679739,12.91707516,1031.884438,32.0,130853.0,1545.0,8.0,46.0,2.5,18.5
Havering,2014,27.8,27.8,19.6,3.9,23.1,13.6,6.2,5.8,30003,30295,29171,,,,9445.0,,91300.0,43300.0,48000.0,0.59,62.43749339,2.532679739,12.91707516,1031.884438,32.0,130853.0,1545.0,8.0,46.0,2.5,15.3
Havering,2014,27.8,27.8,19.6,3.9,23.1,13.6,6.2,5.8,30003,30295,29171,,,,9445.0,,91300.0,43300.0,48000.0,0.59,62.43749339,2.532679739,12.91707516,1031.884438,32.0,130853.0,1545.0,8.0,46.0,2.5,18.5
Hillingdon,2014,45,45,15.4,1.4,11.1,10.9,10.3,6,33984,36557,30699,,,,12485.0,,220900.0,125800.0,95100.0,1.15,75.2263487,2.553045859,14.70807666,1713.2614870000002,44.0,158319.0,2183.0,12.0,84.0,2.4,14.3
Hillingdon,2014,45,45,15.4,1.4,11.1,10.9,10.3,6,33984,36557,30699,,,,12485.0,,220900.0,125800.0,95100.0,1.15,75.2263487,2.553045859,14.70807666,1713.2614870000002,44.0,158319.0,2183.0,12.0,84.0,2.4,20.0
Hillingdon,2014,45,45,15.4,1.4,11.1,10.9,10.3,6,33984,36557,30699,,,,12485.0,,220900.0,125800.0,95100.0,1.15,75.2263487,2.553045859,14.70807666,1713.2614870000002,44.0,158319.0,2183.0,12.0,84.0,2.4,14.3
Hillingdon,2014,45,45,15.4,1.4,11.1,10.9,10.3,6,33984,36557,30699,,,,12485.0,,220900.0,125800.0,95100.0,1.15,75.2263487,2.553045859,14.70807666,1713.2614870000002,44.0,158319.0,2183.0,12.0,84.0,2.4,20.0
Hounslow,2014,55.2,55.2,8.8,2.2,10.5,6.5,11,5.8,33038,35209,29478,,,,13035.0,,165700.0,97600.0,68100.0,0.92,78.39799976,2.116679132,12.13238594,1277.2433429999999,35.0,109421.0,1525.0,16.0,62.0,3.0,15.2
Hounslow,2014,55.2,55.2,8.8,2.2,10.5,6.5,11,5.8,33038,35209,29478,,,,13035.0,,165700.0,97600.0,68100.0,0.92,78.39799976,2.116679132,12.13238594,1277.2433429999999,35.0,109421.0,1525.0,16.0,62.0,3.0,21.8
Hounslow,2014,55.2,55.2,8.8,2.2,10.5,6.5,11,5.8,33038,35209,29478,,,,13035.0,,165700.0,97600.0,68100.0,0.92,78.39799976,2.116679132,12.13238594,1277.2433429999999,35.0,109421.0,1525.0,16.0,62.0,3.0,15.2
Hounslow,2014,55.2,55.2,8.8,2.2,10.5,6.5,11,5.8,33038,35209,29478,,,,13035.0,,165700.0,97600.0,68100.0,0.92,78.39799976,2.116679132,12.13238594,1277.2433429999999,35.0,109421.0,1525.0,16.0,62.0,3.0,21.8
Islington,2014,69.6,69.6,7.2,1.3,5.6,6.1,5.4,4.9,36751,39737,32994,,,,18710.0,,231500.0,135100.0,96400.0,1.39,118.6309551,2.554446461,13.93012704,877.7511235,33.0,42887.0,396.0,21.0,93.0,5.7,26.4
Islington,2014,69.6,69.6,7.2,1.3,5.6,6.1,5.4,4.9,36751,39737,32994,,,,18710.0,,231500.0,135100.0,96400.0,1.39,118.6309551,2.554446461,13.93012704,877.7511235,33.0,42887.0,396.0,21.0,93.0,5.7,35.3
Islington,2014,69.6,69.6,7.2,1.3,5.6,6.1,5.4,4.9,36751,39737,32994,,,,18710.0,,231500.0,135100.0,96400.0,1.39,118.6309551,2.554446461,13.93012704,877.7511235,33.0,42887.0,396.0,21.0,93.0,5.7,26.4
