Borough,Callout_type,Date,Number of reported incidents
MERTON,RUBBISH FIRES,201602,9
MERTON,SECONDARY FIRES,201602,11
MERTON,SHUT-IN-LIFT RELEASES,201602,7
MERTON,SPECIAL SERVICE ENTRY & EXIT,201602,11
NEWHAM,ACCIDENTAL FIRES IN RUBBISH,201602,12
NEWHAM,ACCIDENTAL OPEN LAND FIRES,201602,3
NEWHAM,ACCIDENTAL VEHICLE FIRES,201602,3
NEWHAM,ALL DELIBERATE FIRES,201602,21
NEWHAM,ALL FALSE ALARMS,201602,103
NEWHAM,ALL FIRES,201602,68
NEWHAM,ALL SPECIAL SERVICES,201602,76
NEWHAM,CARE HOME FIRES,201602,0
NEWHAM,DELIBERATE FIRES IN RUBBISH,201602,10
NEWHAM,DELIBERATE OPEN LAND FIRES,201602,6
NEWHAM,DELIBERATE VEHICLE FIRES,201602,5
NEWHAM,FALSE ALARMS AFAS DOM,201602,18
NEWHAM,FALSE ALARMS AFAS NONDOM,201602,48
NEWHAM,FALSE ALARMS GOOD INTENT,201602,32
NEWHAM,MALICIOUS FALSE ALARMS,201602,5
NEWHAM,NONDOMFIRES NONRRO,201602,1
NEWHAM,NONDOMFIRES RRO,201602,3
NEWHAM,PRIMARY FIRES,201602,34
NEWHAM,PRIMARY FIRES IN DWELLINGS,201602,21
NEWHAM,ROAD TRAFFIC COLLISIONS,201602,8
NEWHAM,RUBBISH FIRES,201602,22
NEWHAM,SECONDARY FIRES,201602,34
NEWHAM,SHUT-IN-LIFT RELEASES,201602,13
NEWHAM,SPECIAL SERVICE ENTRY & EXIT,201602,12
REDBRIDGE,ACCIDENTAL FIRES IN RUBBISH,201602,9
REDBRIDGE,ACCIDENTAL OPEN LAND FIRES,201602,0
REDBRIDGE,ACCIDENTAL VEHICLE FIRES,201602,1
REDBRIDGE,ALL DELIBERATE FIRES,201602,6
REDBRIDGE,ALL FALSE ALARMS,201602,80
REDBRIDGE,ALL FIRES,201602,24
REDBRIDGE,ALL SPECIAL SERVICES,201602,65
REDBRIDGE,CARE HOME FIRES,201602,0
REDBRIDGE,DELIBERATE FIRES IN RUBBISH,201602,7
REDBRIDGE,DELIBERATE OPEN LAND FIRES,201602,1
REDBRIDGE,DELIBERATE VEHICLE FIRES,201602,0
REDBRIDGE,FALSE ALARMS AFAS DOM,201602,22
REDBRIDGE,FALSE ALARMS AFAS NONDOM,201602,37
REDBRIDGE,FALSE ALARMS GOOD INTENT,201602,18
REDBRIDGE,MALICIOUS FALSE ALARMS,201602,3
REDBRIDGE,NONDOMFIRES NONRRO,201602,0
REDBRIDGE,NONDOMFIRES RRO,201602,1
REDBRIDGE,PRIMARY FIRES,201602,7
REDBRIDGE,PRIMARY FIRES IN DWELLINGS,201602,5
REDBRIDGE,ROAD TRAFFIC COLLISIONS,201602,15
REDBRIDGE,RUBBISH FIRES,201602,16
REDBRIDGE,SECONDARY FIRES,201602,17
REDBRIDGE,SHUT-IN-LIFT RELEASES,201602,3
REDBRIDGE,SPECIAL SERVICE ENTRY & EXIT,201602,15
RICHMOND UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201602,1
RICHMOND UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201602,3
RICHMOND UPON THAMES,ACCIDENTAL VEHICLE FIRES,201602,2
RICHMOND UPON THAMES,ALL DELIBERATE FIRES,201602,2
RICHMOND UPON THAMES,ALL FALSE ALARMS,201602,69
RICHMOND UPON THAMES,ALL FIRES,201602,20
RICHMOND UPON THAMES,ALL SPECIAL SERVICES,201602,33
RICHMOND UPON THAMES,CARE HOME FIRES,201602,1
RICHMOND UPON THAMES,DELIBERATE FIRES IN RUBBISH,201602,1
RICHMOND UPON THAMES,DELIBERATE OPEN LAND FIRES,201602,1
RICHMOND UPON THAMES,DELIBERATE VEHICLE FIRES,201602,0
RICHMOND UPON THAMES,FALSE ALARMS AFAS DOM,201602,17
RICHMOND UPON THAMES,FALSE ALARMS AFAS NONDOM,201602,38
RICHMOND UPON THAMES,FALSE ALARMS GOOD INTENT,201602,13
RICHMOND UPON THAMES,MALICIOUS FALSE ALARMS,201602,1
RICHMOND UPON THAMES,NONDOMFIRES NONRRO,201602,1
RICHMOND UPON THAMES,NONDOMFIRES RRO,201602,1
RICHMOND UPON THAMES,PRIMARY FIRES,201602,14
RICHMOND UPON THAMES,PRIMARY FIRES IN DWELLINGS,201602,10
RICHMOND UPON THAMES,ROAD TRAFFIC COLLISIONS,201602,4
RICHMOND UPON THAMES,RUBBISH FIRES,201602,2
RICHMOND UPON THAMES,SECONDARY FIRES,201602,6
RICHMOND UPON THAMES,SHUT-IN-LIFT RELEASES,201602,4
RICHMOND UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201602,8
SOUTHWARK,ACCIDENTAL FIRES IN RUBBISH,201602,21
SOUTHWARK,ACCIDENTAL OPEN LAND FIRES,201602,3
SOUTHWARK,ACCIDENTAL VEHICLE FIRES,201602,2
SOUTHWARK,ALL DELIBERATE FIRES,201602,9
SOUTHWARK,ALL FALSE ALARMS,201602,160
SOUTHWARK,ALL FIRES,201602,57
SOUTHWARK,ALL SPECIAL SERVICES,201602,113
SOUTHWARK,CARE HOME FIRES,201602,1
SOUTHWARK,DELIBERATE FIRES IN RUBBISH,201602,4
SOUTHWARK,DELIBERATE OPEN LAND FIRES,201602,1
SOUTHWARK,DELIBERATE VEHICLE FIRES,201602,4
SOUTHWARK,FALSE ALARMS AFAS DOM,201602,32
SOUTHWARK,FALSE ALARMS AFAS NONDOM,201602,90
SOUTHWARK,FALSE ALARMS GOOD INTENT,201602,32
SOUTHWARK,MALICIOUS FALSE ALARMS,201602,6
SOUTHWARK,NONDOMFIRES NONRRO,201602,1
SOUTHWARK,NONDOMFIRES RRO,201602,5
SOUTHWARK,PRIMARY FIRES,201602,25
SOUTHWARK,PRIMARY FIRES IN DWELLINGS,201602,13
SOUTHWARK,ROAD TRAFFIC COLLISIONS,201602,5
SOUTHWARK,RUBBISH FIRES,201602,25
SOUTHWARK,SECONDARY FIRES,201602,32
SOUTHWARK,SHUT-IN-LIFT RELEASES,201602,29
SOUTHWARK,SPECIAL SERVICE ENTRY & EXIT,201602,22
SUTTON,ACCIDENTAL FIRES IN RUBBISH,201602,6
SUTTON,ACCIDENTAL OPEN LAND FIRES,201602,2
SUTTON,ACCIDENTAL VEHICLE FIRES,201602,0
SUTTON,ALL DELIBERATE FIRES,201602,5
SUTTON,ALL FALSE ALARMS,201602,57
SUTTON,ALL FIRES,201602,27
SUTTON,ALL SPECIAL SERVICES,201602,44
SUTTON,CARE HOME FIRES,201602,0
SUTTON,DELIBERATE FIRES IN RUBBISH,201602,3
SUTTON,DELIBERATE OPEN LAND FIRES,201602,1
SUTTON,DELIBERATE VEHICLE FIRES,201602,1
SUTTON,FALSE ALARMS AFAS DOM,201602,19
SUTTON,FALSE ALARMS AFAS NONDOM,201602,28
SUTTON,FALSE ALARMS GOOD INTENT,201602,9
SUTTON,MALICIOUS FALSE ALARMS,201602,1
SUTTON,NONDOMFIRES NONRRO,201602,1
SUTTON,NONDOMFIRES RRO,201602,3
SUTTON,PRIMARY FIRES,201602,14
SUTTON,PRIMARY FIRES IN DWELLINGS,201602,8
SUTTON,ROAD TRAFFIC COLLISIONS,201602,18
SUTTON,RUBBISH FIRES,201602,9
SUTTON,SECONDARY FIRES,201602,13
SUTTON,SHUT-IN-LIFT RELEASES,201602,3
SUTTON,SPECIAL SERVICE ENTRY & EXIT,201602,7
TOWER HAMLETS,ACCIDENTAL FIRES IN RUBBISH,201602,33
TOWER HAMLETS,ACCIDENTAL OPEN LAND FIRES,201602,2
TOWER HAMLETS,ACCIDENTAL VEHICLE FIRES,201602,2
TOWER HAMLETS,ALL DELIBERATE FIRES,201602,13
TOWER HAMLETS,ALL FALSE ALARMS,201602,166
TOWER HAMLETS,ALL FIRES,201602,69
TOWER HAMLETS,ALL SPECIAL SERVICES,201602,113
TOWER HAMLETS,CARE HOME FIRES,201602,1
TOWER HAMLETS,DELIBERATE FIRES IN RUBBISH,201602,8
TOWER HAMLETS,DELIBERATE OPEN LAND FIRES,201602,1
TOWER HAMLETS,DELIBERATE VEHICLE FIRES,201602,4
TOWER HAMLETS,FALSE ALARMS AFAS DOM,201602,45
TOWER HAMLETS,FALSE ALARMS AFAS NONDOM,201602,54
TOWER HAMLETS,FALSE ALARMS GOOD INTENT,201602,57
TOWER HAMLETS,MALICIOUS FALSE ALARMS,201602,10
TOWER HAMLETS,NONDOMFIRES NONRRO,201602,1
TOWER HAMLETS,NONDOMFIRES RRO,201602,6
TOWER HAMLETS,PRIMARY FIRES,201602,25
TOWER HAMLETS,PRIMARY FIRES IN DWELLINGS,201602,12
TOWER HAMLETS,ROAD TRAFFIC COLLISIONS,201602,9
TOWER HAMLETS,RUBBISH FIRES,201602,41
TOWER HAMLETS,SECONDARY FIRES,201602,44
TOWER HAMLETS,SHUT-IN-LIFT RELEASES,201602,27
TOWER HAMLETS,SPECIAL SERVICE ENTRY & EXIT,201602,17
WALTHAM FOREST,ACCIDENTAL FIRES IN RUBBISH,201602,9
WALTHAM FOREST,ACCIDENTAL OPEN LAND FIRES,201602,4
WALTHAM FOREST,ACCIDENTAL VEHICLE FIRES,201602,2
WALTHAM FOREST,ALL DELIBERATE FIRES,201602,3
WALTHAM FOREST,ALL FALSE ALARMS,201602,111
WALTHAM FOREST,ALL FIRES,201602,32
WALTHAM FOREST,ALL SPECIAL SERVICES,201602,59
WALTHAM FOREST,CARE HOME FIRES,201602,0
WALTHAM FOREST,DELIBERATE FIRES IN RUBBISH,201602,4
WALTHAM FOREST,DELIBERATE OPEN LAND FIRES,201602,0
WALTHAM FOREST,DELIBERATE VEHICLE FIRES,201602,0
WALTHAM FOREST,FALSE ALARMS AFAS DOM,201602,34
WALTHAM FOREST,FALSE ALARMS AFAS NONDOM,201602,43
WALTHAM FOREST,FALSE ALARMS GOOD INTENT,201602,29
WALTHAM FOREST,MALICIOUS FALSE ALARMS,201602,5
WALTHAM FOREST,NONDOMFIRES NONRRO,201602,2
WALTHAM FOREST,NONDOMFIRES RRO,201602,0
WALTHAM FOREST,PRIMARY FIRES,201602,15
WALTHAM FOREST,PRIMARY FIRES IN DWELLINGS,201602,11
WALTHAM FOREST,ROAD TRAFFIC COLLISIONS,201602,12
WALTHAM FOREST,RUBBISH FIRES,201602,13
WALTHAM FOREST,SECONDARY FIRES,201602,17
WALTHAM FOREST,SHUT-IN-LIFT RELEASES,201602,5
WALTHAM FOREST,SPECIAL SERVICE ENTRY & EXIT,201602,12
WANDSWORTH,ACCIDENTAL FIRES IN RUBBISH,201602,10
WANDSWORTH,ACCIDENTAL OPEN LAND FIRES,201602,1
WANDSWORTH,ACCIDENTAL VEHICLE FIRES,201602,1
WANDSWORTH,ALL DELIBERATE FIRES,201602,6
WANDSWORTH,ALL FALSE ALARMS,201602,120
WANDSWORTH,ALL FIRES,201602,46
WANDSWORTH,ALL SPECIAL SERVICES,201602,66
WANDSWORTH,CARE HOME FIRES,201602,1
WANDSWORTH,DELIBERATE FIRES IN RUBBISH,201602,1
WANDSWORTH,DELIBERATE OPEN LAND FIRES,201602,1
WANDSWORTH,DELIBERATE VEHICLE FIRES,201602,0
WANDSWORTH,FALSE ALARMS AFAS DOM,201602,37
WANDSWORTH,FALSE ALARMS AFAS NONDOM,201602,50
WANDSWORTH,FALSE ALARMS GOOD INTENT,201602,27
WANDSWORTH,MALICIOUS FALSE ALARMS,201602,6
WANDSWORTH,NONDOMFIRES NONRRO,201602,0
WANDSWORTH,NONDOMFIRES RRO,201602,7
WANDSWORTH,PRIMARY FIRES,201602,32
WANDSWORTH,PRIMARY FIRES IN DWELLINGS,201602,22
WANDSWORTH,ROAD TRAFFIC COLLISIONS,201602,7
WANDSWORTH,RUBBISH FIRES,201602,11
WANDSWORTH,SECONDARY FIRES,201602,14
WANDSWORTH,SHUT-IN-LIFT RELEASES,201602,4
WANDSWORTH,SPECIAL SERVICE ENTRY & EXIT,201602,15
WESTMINSTER,ACCIDENTAL FIRES IN RUBBISH,201602,23
WESTMINSTER,ACCIDENTAL OPEN LAND FIRES,201602,3
WESTMINSTER,ACCIDENTAL VEHICLE FIRES,201602,5
WESTMINSTER,ALL DELIBERATE FIRES,201602,4
WESTMINSTER,ALL FALSE ALARMS,201602,376
WESTMINSTER,ALL FIRES,201602,62
WESTMINSTER,ALL SPECIAL SERVICES,201602,132
WESTMINSTER,CARE HOME FIRES,201602,2
WESTMINSTER,DELIBERATE FIRES IN RUBBISH,201602,0
WESTMINSTER,DELIBERATE OPEN LAND FIRES,201602,0
WESTMINSTER,DELIBERATE VEHICLE FIRES,201602,3
WESTMINSTER,FALSE ALARMS AFAS DOM,201602,86
WESTMINSTER,FALSE ALARMS AFAS NONDOM,201602,251
WESTMINSTER,FALSE ALARMS GOOD INTENT,201602,37
WESTMINSTER,MALICIOUS FALSE ALARMS,201602,2
WESTMINSTER,NONDOMFIRES NONRRO,201602,0
WESTMINSTER,NONDOMFIRES RRO,201602,13
WESTMINSTER,PRIMARY FIRES,201602,37
WESTMINSTER,PRIMARY FIRES IN DWELLINGS,201602,13
WESTMINSTER,ROAD TRAFFIC COLLISIONS,201602,10
WESTMINSTER,RUBBISH FIRES,201602,23
WESTMINSTER,SECONDARY FIRES,201602,25
WESTMINSTER,SHUT-IN-LIFT RELEASES,201602,42
WESTMINSTER,SPECIAL SERVICE ENTRY & EXIT,201602,15
 NOT GEO-CODED,ACCIDENTAL FIRES IN RUBBISH,201603,0
 NOT GEO-CODED,ACCIDENTAL OPEN LAND FIRES,201603,0
 NOT GEO-CODED,ACCIDENTAL VEHICLE FIRES,201603,0
 NOT GEO-CODED,ALL DELIBERATE FIRES,201603,0
 NOT GEO-CODED,ALL FALSE ALARMS,201603,0
 NOT GEO-CODED,ALL FIRES,201603,0
 NOT GEO-CODED,ALL SPECIAL SERVICES,201603,1
 NOT GEO-CODED,CARE HOME FIRES,201603,0
 NOT GEO-CODED,DELIBERATE FIRES IN RUBBISH,201603,0
 NOT GEO-CODED,DELIBERATE OPEN LAND FIRES,201603,0
 NOT GEO-CODED,DELIBERATE VEHICLE FIRES,201603,0
 NOT GEO-CODED,FALSE ALARMS AFAS DOM,201603,0
 NOT GEO-CODED,FALSE ALARMS AFAS NONDOM,201603,0
 NOT GEO-CODED,FALSE ALARMS GOOD INTENT,201603,0
 NOT GEO-CODED,MALICIOUS FALSE ALARMS,201603,0
 NOT GEO-CODED,NONDOMFIRES NONRRO,201603,0
 NOT GEO-CODED,NONDOMFIRES RRO,201603,0
 NOT GEO-CODED,PRIMARY FIRES,201603,0
 NOT GEO-CODED,PRIMARY FIRES IN DWELLINGS,201603,0
 NOT GEO-CODED,ROAD TRAFFIC COLLISIONS,201603,0
 NOT GEO-CODED,RUBBISH FIRES,201603,0
 NOT GEO-CODED,SECONDARY FIRES,201603,0
 NOT GEO-CODED,SHUT-IN-LIFT RELEASES,201603,1
 NOT GEO-CODED,SPECIAL SERVICE ENTRY & EXIT,201603,0
BARKING AND DAGENHAM,ACCIDENTAL FIRES IN RUBBISH,201603,7
BARKING AND DAGENHAM,ACCIDENTAL OPEN LAND FIRES,201603,7
BARKING AND DAGENHAM,ACCIDENTAL VEHICLE FIRES,201603,0
BARKING AND DAGENHAM,ALL DELIBERATE FIRES,201603,21
BARKING AND DAGENHAM,ALL FALSE ALARMS,201603,49
BARKING AND DAGENHAM,ALL FIRES,201603,59
BARKING AND DAGENHAM,ALL SPECIAL SERVICES,201603,68
BARKING AND DAGENHAM,CARE HOME FIRES,201603,0
BARKING AND DAGENHAM,DELIBERATE FIRES IN RUBBISH,201603,6
BARKING AND DAGENHAM,DELIBERATE OPEN LAND FIRES,201603,5
BARKING AND DAGENHAM,DELIBERATE VEHICLE FIRES,201603,10
BARKING AND DAGENHAM,FALSE ALARMS AFAS DOM,201603,10
BARKING AND DAGENHAM,FALSE ALARMS AFAS NONDOM,201603,18
BARKING AND DAGENHAM,FALSE ALARMS GOOD INTENT,201603,20
BARKING AND DAGENHAM,MALICIOUS FALSE ALARMS,201603,1
BARKING AND DAGENHAM,NONDOMFIRES NONRRO,201603,1
BARKING AND DAGENHAM,NONDOMFIRES RRO,201603,5
BARKING AND DAGENHAM,PRIMARY FIRES,201603,33
BARKING AND DAGENHAM,PRIMARY FIRES IN DWELLINGS,201603,16
BARKING AND DAGENHAM,ROAD TRAFFIC COLLISIONS,201603,12
BARKING AND DAGENHAM,RUBBISH FIRES,201603,13
BARKING AND DAGENHAM,SECONDARY FIRES,201603,26
BARKING AND DAGENHAM,SHUT-IN-LIFT RELEASES,201603,13
BARKING AND DAGENHAM,SPECIAL SERVICE ENTRY & EXIT,201603,19
BARNET,ACCIDENTAL FIRES IN RUBBISH,201603,5
BARNET,ACCIDENTAL OPEN LAND FIRES,201603,7
BARNET,ACCIDENTAL VEHICLE FIRES,201603,4
BARNET,ALL DELIBERATE FIRES,201603,10
BARNET,ALL FALSE ALARMS,201603,118
BARNET,ALL FIRES,201603,57
BARNET,ALL SPECIAL SERVICES,201603,75
BARNET,CARE HOME FIRES,201603,1
BARNET,DELIBERATE FIRES IN RUBBISH,201603,6
BARNET,DELIBERATE OPEN LAND FIRES,201603,4
BARNET,DELIBERATE VEHICLE FIRES,201603,1
BARNET,FALSE ALARMS AFAS DOM,201603,46
BARNET,FALSE ALARMS AFAS NONDOM,201603,36
BARNET,FALSE ALARMS GOOD INTENT,201603,33
BARNET,MALICIOUS FALSE ALARMS,201603,3
BARNET,NONDOMFIRES NONRRO,201603,1
BARNET,NONDOMFIRES RRO,201603,10
BARNET,PRIMARY FIRES,201603,34
BARNET,PRIMARY FIRES IN DWELLINGS,201603,17
BARNET,ROAD TRAFFIC COLLISIONS,201603,11
BARNET,RUBBISH FIRES,201603,11
BARNET,SECONDARY FIRES,201603,23
BARNET,SHUT-IN-LIFT RELEASES,201603,11
BARNET,SPECIAL SERVICE ENTRY & EXIT,201603,12
BEXLEY,ACCIDENTAL FIRES IN RUBBISH,201603,6
BEXLEY,ACCIDENTAL OPEN LAND FIRES,201603,0
BEXLEY,ACCIDENTAL VEHICLE FIRES,201603,6
BEXLEY,ALL DELIBERATE FIRES,201603,14
BEXLEY,ALL FALSE ALARMS,201603,59
BEXLEY,ALL FIRES,201603,35
BEXLEY,ALL SPECIAL SERVICES,201603,48
BEXLEY,CARE HOME FIRES,201603,1
BEXLEY,DELIBERATE FIRES IN RUBBISH,201603,4
BEXLEY,DELIBERATE OPEN LAND FIRES,201603,4
BEXLEY,DELIBERATE VEHICLE FIRES,201603,4
BEXLEY,FALSE ALARMS AFAS DOM,201603,15
BEXLEY,FALSE ALARMS AFAS NONDOM,201603,26
BEXLEY,FALSE ALARMS GOOD INTENT,201603,16
BEXLEY,MALICIOUS FALSE ALARMS,201603,2
BEXLEY,NONDOMFIRES NONRRO,201603,2
BEXLEY,NONDOMFIRES RRO,201603,1
BEXLEY,PRIMARY FIRES,201603,21
BEXLEY,PRIMARY FIRES IN DWELLINGS,201603,6
BEXLEY,ROAD TRAFFIC COLLISIONS,201603,7
BEXLEY,RUBBISH FIRES,201603,10
BEXLEY,SECONDARY FIRES,201603,14
BEXLEY,SHUT-IN-LIFT RELEASES,201603,5
BEXLEY,SPECIAL SERVICE ENTRY & EXIT,201603,11
BRENT,ACCIDENTAL FIRES IN RUBBISH,201603,5
BRENT,ACCIDENTAL OPEN LAND FIRES,201603,9
BRENT,ACCIDENTAL VEHICLE FIRES,201603,4
BRENT,ALL DELIBERATE FIRES,201603,6
BRENT,ALL FALSE ALARMS,201603,99
BRENT,ALL FIRES,201603,46
BRENT,ALL SPECIAL SERVICES,201603,76
BRENT,CARE HOME FIRES,201603,2
BRENT,DELIBERATE FIRES IN RUBBISH,201603,1
BRENT,DELIBERATE OPEN LAND FIRES,201603,1
BRENT,DELIBERATE VEHICLE FIRES,201603,1
BRENT,FALSE ALARMS AFAS DOM,201603,33
BRENT,FALSE ALARMS AFAS NONDOM,201603,47
BRENT,FALSE ALARMS GOOD INTENT,201603,18
BRENT,MALICIOUS FALSE ALARMS,201603,1
BRENT,NONDOMFIRES NONRRO,201603,0
BRENT,NONDOMFIRES RRO,201603,4
BRENT,PRIMARY FIRES,201603,30
BRENT,PRIMARY FIRES IN DWELLINGS,201603,20
BRENT,ROAD TRAFFIC COLLISIONS,201603,10
BRENT,RUBBISH FIRES,201603,6
BRENT,SECONDARY FIRES,201603,16
BRENT,SHUT-IN-LIFT RELEASES,201603,8
BRENT,SPECIAL SERVICE ENTRY & EXIT,201603,22
BROMLEY,ACCIDENTAL FIRES IN RUBBISH,201603,20
BROMLEY,ACCIDENTAL OPEN LAND FIRES,201603,13
BROMLEY,ACCIDENTAL VEHICLE FIRES,201603,3
BROMLEY,ALL DELIBERATE FIRES,201603,16
BROMLEY,ALL FALSE ALARMS,201603,106
BROMLEY,ALL FIRES,201603,81
BROMLEY,ALL SPECIAL SERVICES,201603,72
BROMLEY,CARE HOME FIRES,201603,3
BROMLEY,DELIBERATE FIRES IN RUBBISH,201603,6
BROMLEY,DELIBERATE OPEN LAND FIRES,201603,5
BROMLEY,DELIBERATE VEHICLE FIRES,201603,6
BROMLEY,FALSE ALARMS AFAS DOM,201603,20
BROMLEY,FALSE ALARMS AFAS NONDOM,201603,32
BROMLEY,FALSE ALARMS GOOD INTENT,201603,53
BROMLEY,MALICIOUS FALSE ALARMS,201603,1
BROMLEY,NONDOMFIRES NONRRO,201603,1
BROMLEY,NONDOMFIRES RRO,201603,7
BROMLEY,PRIMARY FIRES,201603,36
BROMLEY,PRIMARY FIRES IN DWELLINGS,201603,16
BROMLEY,ROAD TRAFFIC COLLISIONS,201603,17
BROMLEY,RUBBISH FIRES,201603,26
BROMLEY,SECONDARY FIRES,201603,45
BROMLEY,SHUT-IN-LIFT RELEASES,201603,7
BROMLEY,SPECIAL SERVICE ENTRY & EXIT,201603,13
CAMDEN,ACCIDENTAL FIRES IN RUBBISH,201603,8
CAMDEN,ACCIDENTAL OPEN LAND FIRES,201603,1
CAMDEN,ACCIDENTAL VEHICLE FIRES,201603,4
CAMDEN,ALL DELIBERATE FIRES,201603,2
CAMDEN,ALL FALSE ALARMS,201603,244
CAMDEN,ALL FIRES,201603,38
CAMDEN,ALL SPECIAL SERVICES,201603,112
CAMDEN,CARE HOME FIRES,201603,2
CAMDEN,DELIBERATE FIRES IN RUBBISH,201603,1
CAMDEN,DELIBERATE OPEN LAND FIRES,201603,1
CAMDEN,DELIBERATE VEHICLE FIRES,201603,0
CAMDEN,FALSE ALARMS AFAS DOM,201603,77
CAMDEN,FALSE ALARMS AFAS NONDOM,201603,131
CAMDEN,FALSE ALARMS GOOD INTENT,201603,28
CAMDEN,MALICIOUS FALSE ALARMS,201603,8
CAMDEN,NONDOMFIRES NONRRO,201603,0
CAMDEN,NONDOMFIRES RRO,201603,10
CAMDEN,PRIMARY FIRES,201603,27
CAMDEN,PRIMARY FIRES IN DWELLINGS,201603,13
CAMDEN,ROAD TRAFFIC COLLISIONS,201603,8
CAMDEN,RUBBISH FIRES,201603,9
CAMDEN,SECONDARY FIRES,201603,11
CAMDEN,SHUT-IN-LIFT RELEASES,201603,22
CAMDEN,SPECIAL SERVICE ENTRY & EXIT,201603,18
CITY OF LONDON,ACCIDENTAL FIRES IN RUBBISH,201603,0
CITY OF LONDON,ACCIDENTAL OPEN LAND FIRES,201603,0
CITY OF LONDON,ACCIDENTAL VEHICLE FIRES,201603,0
CITY OF LONDON,ALL DELIBERATE FIRES,201603,0
CITY OF LONDON,ALL FALSE ALARMS,201603,73
CITY OF LONDON,ALL FIRES,201603,4
CITY OF LONDON,ALL SPECIAL SERVICES,201603,4
CITY OF LONDON,CARE HOME FIRES,201603,0
CITY OF LONDON,DELIBERATE FIRES IN RUBBISH,201603,0
CITY OF LONDON,DELIBERATE OPEN LAND FIRES,201603,0
CITY OF LONDON,DELIBERATE VEHICLE FIRES,201603,0
CITY OF LONDON,FALSE ALARMS AFAS DOM,201603,2
CITY OF LONDON,FALSE ALARMS AFAS NONDOM,201603,59
CITY OF LONDON,FALSE ALARMS GOOD INTENT,201603,11
CITY OF LONDON,MALICIOUS FALSE ALARMS,201603,1
CITY OF LONDON,NONDOMFIRES NONRRO,201603,0
CITY OF LONDON,NONDOMFIRES RRO,201603,3
CITY OF LONDON,PRIMARY FIRES,201603,4
CITY OF LONDON,PRIMARY FIRES IN DWELLINGS,201603,0
CITY OF LONDON,ROAD TRAFFIC COLLISIONS,201603,0
CITY OF LONDON,RUBBISH FIRES,201603,0
CITY OF LONDON,SECONDARY FIRES,201603,0
CITY OF LONDON,SHUT-IN-LIFT RELEASES,201603,2
CITY OF LONDON,SPECIAL SERVICE ENTRY & EXIT,201603,0
CROYDON,ACCIDENTAL FIRES IN RUBBISH,201603,4
CROYDON,ACCIDENTAL OPEN LAND FIRES,201603,6
CROYDON,ACCIDENTAL VEHICLE FIRES,201603,6
CROYDON,ALL DELIBERATE FIRES,201603,14
CROYDON,ALL FALSE ALARMS,201603,117
CROYDON,ALL FIRES,201603,72
CROYDON,ALL SPECIAL SERVICES,201603,112
CROYDON,CARE HOME FIRES,201603,1
CROYDON,DELIBERATE FIRES IN RUBBISH,201603,11
CROYDON,DELIBERATE OPEN LAND FIRES,201603,4
CROYDON,DELIBERATE VEHICLE FIRES,201603,2
CROYDON,FALSE ALARMS AFAS DOM,201603,32
CROYDON,FALSE ALARMS AFAS NONDOM,201603,46
CROYDON,FALSE ALARMS GOOD INTENT,201603,37
CROYDON,MALICIOUS FALSE ALARMS,201603,2
CROYDON,NONDOMFIRES NONRRO,201603,0
CROYDON,NONDOMFIRES RRO,201603,9
CROYDON,PRIMARY FIRES,201603,46
CROYDON,PRIMARY FIRES IN DWELLINGS,201603,27
CROYDON,ROAD TRAFFIC COLLISIONS,201603,23
CROYDON,RUBBISH FIRES,201603,15
CROYDON,SECONDARY FIRES,201603,26
CROYDON,SHUT-IN-LIFT RELEASES,201603,5
CROYDON,SPECIAL SERVICE ENTRY & EXIT,201603,23
EALING,ACCIDENTAL FIRES IN RUBBISH,201603,17
EALING,ACCIDENTAL OPEN LAND FIRES,201603,3
EALING,ACCIDENTAL VEHICLE FIRES,201603,3
EALING,ALL DELIBERATE FIRES,201603,10
EALING,ALL FALSE ALARMS,201603,161
EALING,ALL FIRES,201603,58
EALING,ALL SPECIAL SERVICES,201603,92
EALING,CARE HOME FIRES,201603,2
EALING,DELIBERATE FIRES IN RUBBISH,201603,3
EALING,DELIBERATE OPEN LAND FIRES,201603,1
EALING,DELIBERATE VEHICLE FIRES,201603,6
EALING,FALSE ALARMS AFAS DOM,201603,59
EALING,FALSE ALARMS AFAS NONDOM,201603,78
EALING,FALSE ALARMS GOOD INTENT,201603,24
EALING,MALICIOUS FALSE ALARMS,201603,0
EALING,NONDOMFIRES NONRRO,201603,1
EALING,NONDOMFIRES RRO,201603,8
EALING,PRIMARY FIRES,201603,29
EALING,PRIMARY FIRES IN DWELLINGS,201603,11
EALING,ROAD TRAFFIC COLLISIONS,201603,14
EALING,RUBBISH FIRES,201603,20
EALING,SECONDARY FIRES,201603,29
EALING,SHUT-IN-LIFT RELEASES,201603,7
EALING,SPECIAL SERVICE ENTRY & EXIT,201603,24
ENFIELD,ACCIDENTAL FIRES IN RUBBISH,201603,10
ENFIELD,ACCIDENTAL OPEN LAND FIRES,201603,8
ENFIELD,ACCIDENTAL VEHICLE FIRES,201603,4
ENFIELD,ALL DELIBERATE FIRES,201603,8
ENFIELD,ALL FALSE ALARMS,201603,77
ENFIELD,ALL FIRES,201603,45
ENFIELD,ALL SPECIAL SERVICES,201603,97
ENFIELD,CARE HOME FIRES,201603,0
